transaction_id,client_id,merchant_id,merchant_category,merchant_country,amount,currency,timestamp,hour_of_day,day_of_week,is_online,is_international,is_fraud,fraud_type
250d3f40-fc61-4946-8a27-2347b33c4da1,f36fec9a-f794-4877-bfc1-87a7fac8ade1,35cad40d-5877-4363-ad42-af7e1ececdfc,carburant,FR,112.93,EUR,2025-12-20 11:23:22.178291,11,5,True,False,0,
2e3d6b55-e116-4a77-907a-d4da9c9fb515,b7c389b9-125d-4953-a358-046828566a10,700a3f91-d487-452c-acac-50de32821c1c,supermarche,BE,72.9,EUR,2025-12-20 15:51:25.778291,15,5,True,True,0,
5c5b6bd8-1741-4f21-9ad9-12be8bd876da,adbbbea3-de48-41cb-8f42-d6109f150d97,976984c1-3a4f-4542-97f6-3270a4bd11e8,restaurant,FR,76.51,EUR,2025-12-20 14:26:12.378291,14,5,False,False,0,
1eeaa38e-d9fa-4b4d-8937-c7cfbc6e49ca,1bbdeb27-9d98-4e65-93f2-05b1bd041e09,ca414d46-ec11-4e3e-a2d3-1535eb2ecdcc,supermarche,FR,37.43,EUR,2025-12-20 11:34:01.978291,11,5,False,False,0,
541f5488-98eb-454b-848c-a5437824b59b,288afb1c-7f8c-489b-a19c-555496b7856c,ed610be5-c7f1-4c9c-89ba-4348f6c00be6,supermarche,FR,134.44,EUR,2025-12-20 09:44:14.578291,9,5,False,False,0,
58bda1c7-79ed-4298-bbe7-e9f17a96a201,84ae03fb-ce41-4e66-8309-39634c502eef,168fd2d5-4176-4d40-b971-73b49caff534,carburant,DE,84.95,EUR,2025-12-20 18:34:29.178291,18,5,False,True,0,
cd553ac9-5b50-4c47-b4de-a6acc2a838e5,ba1ee8ac-9585-404c-a7d1-787cb7c2cb00,3db292a6-a9fd-40fb-918a-bf6d080be219,luxe,FR,474.29,EUR,2025-12-20 19:28:07.778291,19,5,False,False,0,
585e2c6f-8508-44a7-b8e0-e715d027d330,07760cff-c36d-4ceb-a047-34aadd835f7b,935f4e39-1d2d-487a-82f0-3502d60b23ed,supermarche,FR,45.64,EUR,2025-12-20 00:08:59.378291,0,5,False,False,0,
953e4a6f-8fb4-47bb-8b27-8b38a67873f3,6dca566a-f437-4178-b28e-959e53304f88,b89a3bd8-ab0a-4d76-afc0-6f53426bc2b5,restaurant,FR,28.59,EUR,2025-12-21 16:52:09.978291,16,6,False,False,0,
d7db1dba-1c4f-4887-a1a3-4fbb4433fdce,b0c36b2a-6e11-4fea-a79a-1356dba74df9,43ac4fe7-1acb-46d7-8a06-72b5df201874,carburant,FR,90.6,EUR,2025-12-21 20:24:42.578291,20,6,True,False,0,
351c5705-8f8d-47ac-89e1-8d70856bca69,9e500cf5-cca4-4aae-a3eb-46a065976e9a,4e42c6eb-5f2b-41cf-ae04-51453b8e69df,restaurant,FR,45.46,EUR,2025-12-21 16:57:38.178291,16,6,True,False,0,
492b47b2-d667-4ba4-b467-38b8ae8d4208,1164b655-acae-4ae7-bb1b-9f7497baaeca,6631de6f-8b5b-46bb-8fc3-8a78bacce1bd,pharmacie,FR,27.79,EUR,2025-12-21 16:32:56.778291,16,6,False,False,0,
9792f9f9-c659-4e66-ad52-370c6e5dd846,528cdd91-17c1-4a0b-8cfa-85174e350991,74534726-ce4b-4be0-a7f0-d017e775a16e,electronique,FR,345.13,EUR,2025-12-21 15:11:47.378291,15,6,False,False,0,
84aae9a9-d381-44cc-b424-f5911380ff2d,d870d378-0570-4c68-a42f-3389f380102e,a20ae7f3-1d12-45f8-adbe-2c52d32f40d5,supermarche,FR,150.69,EUR,2025-12-21 16:42:58.978291,16,6,False,False,0,
6be0fc78-6528-48e1-8be3-0f396521f768,9ebc46ff-6fa8-45e9-ba90-a54469dc7545,9ee19c6b-a059-46f2-b0a4-94a0b2bd50f6,ecommerce,FR,275.48,EUR,2025-12-21 14:24:45.578291,14,6,True,False,0,
00a2c0bd-8172-4b92-808b-5918b42e3fca,8f38d2fc-bf6c-4ef6-ac53-06cd1a3d2682,807ce921-cb73-4165-9703-006038594afa,supermarche,FR,82.45,EUR,2025-12-21 08:05:19.178291,8,6,False,False,0,
764b4d1c-a308-4c26-92b8-d916c427b6d3,79690841-182e-4e30-bdac-d52dd7edb8c3,6dc69006-eea7-4434-b688-cd1afb7fb349,supermarche,BE,66.52,EUR,2025-12-21 17:04:23.778291,17,6,False,True,0,
b85255db-38e9-4b8f-a8ac-1d4a84f973c8,2be55366-a138-4c66-9f26-6ac6ee82e5cf,4c6edbf9-4d2a-4cf3-8a0a-4d193b2d28ce,restaurant,FR,37.4,EUR,2025-12-21 04:09:24.378291,4,6,True,False,0,
eb50fb2d-b224-417c-9f19-91279d7c5f95,1fe5361f-4792-4016-947e-2f1f1534d48e,dd3834bb-4c5a-447a-b944-0c65829d334d,pharmacie,FR,63.41,EUR,2025-12-21 07:39:04.978291,7,6,False,False,0,
09487113-b357-4a75-822e-4091dc4fc2b1,2077e325-5064-405e-b50e-023f347a2fb9,19cf1c4d-a4ba-4952-91ec-b53a9752233e,pharmacie,FR,14.32,EUR,2025-12-21 16:40:39.578291,16,6,False,False,0,
64eea8d8-0589-4371-aba5-907c74f73f9c,c06c06e5-52da-4f51-a80a-0428d9981291,67382aff-ffc3-4f93-9aa7-3337696e0c9a,supermarche,FR,54.7,EUR,2025-12-21 09:41:00.178291,9,6,False,False,0,
a2fe5e1c-ee9b-4303-89d3-538607902e70,6dc16a4e-c927-40e0-98fe-ce59eb5083e0,f74fa174-c09c-402a-92ff-e41c85310efd,ecommerce,FR,1.0,EUR,2025-12-21 09:30:00.778291,9,6,False,False,0,
8f9a22f7-2a46-45f5-9c93-0c8cba586007,11cad145-480e-4cf0-973e-84492968ca84,e47ef4f3-fdb8-478d-a059-0db846c610ab,pharmacie,DE,56.98,EUR,2025-12-21 16:03:09.378291,16,6,False,True,0,
0e376cbe-68c3-40c8-9828-58d07e0dce13,059a3767-6b63-49d2-bdeb-d836ee23e7db,b2809a20-217b-449d-b2bc-7b01df95bcd0,carburant,UA,5.74,EUR,2025-12-21 04:12:02.978291,4,6,False,True,1,card_not_present
f48b021b-1fa0-4e10-b588-7e3ea2d41be8,ed9c4780-8a7c-499e-a5cd-811f84c8df60,77e6e5ed-4997-43cf-8098-50573660b30c,transport,FR,77.65,EUR,2025-12-21 08:03:05.578291,8,6,False,False,0,
df81b786-7a23-4834-841e-08e2a5480016,13b2415f-89c2-464a-ac55-d6e68f6b32e2,eca7f203-5ec5-46f0-a830-999fb5ce5a98,restaurant,FR,25.34,EUR,2025-12-21 14:22:11.178291,14,6,False,False,0,
1b5a1f43-d397-4601-a0e2-ddb2f8831aaf,eecbfc38-bc9d-4fe5-9210-9c82299b5087,ad6970bd-1a13-4f09-955b-2bafff031cfe,restaurant,FR,66.48,EUR,2025-12-21 14:21:17.778291,14,6,False,False,0,
f68bc79a-0642-4989-add9-1ddeb98c8116,ef868da1-a35e-4c80-ae90-0cb5a2943cb7,6123ca4a-5e13-4b5d-9d4c-644a40d578a3,ecommerce,FR,9.68,EUR,2025-12-21 05:47:44.378291,5,6,False,False,0,
9010f4e1-1624-4432-962a-61065314c7d5,2e1b6267-23f6-44fb-ad56-580cd281dc13,ca414d46-ec11-4e3e-a2d3-1535eb2ecdcc,supermarche,FR,6.43,EUR,2025-12-21 12:26:00.978291,12,6,False,False,0,
36593c6a-7c5a-41d1-9ce9-f94b463d671c,1ff6094e-c3a1-48e0-8dd6-40fa8f86744f,397f3566-e13e-48b0-bbff-0fe3c10afe2c,restaurant,FR,39.49,EUR,2025-12-21 17:15:26.578291,17,6,False,False,0,
ae076b16-91cc-4e38-a91f-f0a4aafe3340,4a9bac78-603d-4bee-a945-347ee80268d8,0e501251-bb6c-4f81-ac61-8b3f21a22aab,ecommerce,FR,214.24,EUR,2025-12-21 12:55:42.178291,12,6,False,False,0,
9f9f8ba6-5b3b-4411-bb83-39c86d553081,93185f1b-714c-4f91-9fe3-5015dd0a11d0,c6ea891a-9f98-4ccb-b723-813acfb69ed4,carburant,FR,122.1,EUR,2025-12-21 21:20:40.778291,21,6,True,False,0,
74514111-2256-45db-82f2-1edd87c0106d,cf21fd0b-4e27-4dda-ac9d-22730862cfec,8b0b005c-8ec4-4eea-a447-f298e11c7003,ecommerce,FR,78.7,EUR,2025-12-21 20:14:24.378291,20,6,True,False,0,
8e1cfbae-5d0f-40b2-8757-1b02e3c07b22,a3f7bcef-3e48-43be-a364-4198f8cb3bcb,eca7f203-5ec5-46f0-a830-999fb5ce5a98,restaurant,FR,56.57,EUR,2025-12-21 10:41:31.978291,10,6,False,False,0,
9ab2821d-731a-45ad-8d7a-8fd9104fd912,288afb1c-7f8c-489b-a19c-555496b7856c,3e97b37f-4c0e-4b59-bbb6-0b8d004409ca,supermarche,FR,63.46,EUR,2025-12-21 19:18:23.578291,19,6,False,False,0,
52f5aa91-7034-43ce-ac22-3aad65a84541,12f27a6f-605b-477c-8d29-8ae8abe34ea5,015f8af9-980b-4839-9fa6-f2729e6da2ab,restaurant,FR,31.55,EUR,2025-12-21 15:00:40.178291,15,6,False,False,0,
a554a16b-00a2-40da-859a-a86babfead45,53cb4f71-24c7-49de-b08d-b7057bebd863,c39e6e2e-a1fa-4443-a6d6-a21cfe5b3845,supermarche,BE,100.35,EUR,2025-12-21 14:04:10.778291,14,6,False,True,0,
fcf55c54-be6f-4984-8ed9-76165ed0ecf0,6f8f9840-a30b-4520-845e-15dbee52d8a1,ca2c813f-c57f-46c3-a8dc-c5a46dc22fbc,ecommerce,FR,178.71,EUR,2025-12-21 19:04:04.378291,19,6,True,False,0,
319d1a25-42af-4d93-a1d5-c478f32c0e64,e1e88edc-7b9c-48fa-99c6-9583bd3517a3,8e82970a-8ae0-4cc6-90f7-e18588d01847,restaurant,FR,3.47,EUR,2025-12-21 09:08:39.978291,9,6,False,False,0,
bf9f452e-2a8a-409c-8a79-8811e7880e5c,8dd67e1e-38fb-4c94-b93b-4962082511f4,89692f87-c8dd-4e41-ac04-f1a6bddf5225,carburant,FR,116.91,EUR,2025-12-21 08:23:24.578291,8,6,False,False,0,
19f92ece-cd69-4526-9ca8-82cf4566ed71,13b2415f-89c2-464a-ac55-d6e68f6b32e2,240e8316-2d43-464b-8dd9-cedb62706429,supermarche,FR,120.2,EUR,2025-12-21 12:01:41.178291,12,6,True,False,0,
4a38c909-312d-40b5-a205-54122b694f07,0adb6d50-98b4-4cd1-9d30-ad19386b9300,94ac6766-4bb5-44b7-8192-c62b489f1f74,carburant,BE,64.36,EUR,2025-12-21 02:55:21.778291,2,6,False,True,0,
2560797b-02a1-4128-b422-887555d42f05,d3380111-c060-4768-b3a2-773c74a7d48c,db426660-2f97-43fc-b0b4-41e57ddcdb52,supermarche,FR,80.83,EUR,2025-12-21 14:34:55.378291,14,6,False,False,0,
46753583-61b5-4909-aca6-5a3ff422e5c0,d389169d-9b8a-4a48-8e55-33f9189c8aec,df00bb23-0b79-4aa0-aec8-39018bcc3e9a,ecommerce,FR,164.46,EUR,2025-12-21 10:47:15.978291,10,6,True,False,0,
a3ef9a43-898c-4761-8b3d-084246034d8c,6ee3921e-c5ca-4c41-bcc9-4860183f8feb,c2c447d7-ff2a-4516-8284-e9d7af8f9250,supermarche,ES,75.43,EUR,2025-12-21 08:17:48.578291,8,6,False,True,0,
2282bff4-c8fe-4f9a-8da0-e14773e9c4aa,512cb920-a6a0-486e-bbe1-8a22e671c472,4b5fe0f4-ff8e-45f8-90ed-90ca52b3e396,supermarche,FR,42.99,EUR,2025-12-21 14:46:17.178291,14,6,False,False,0,
8d3d4810-2597-4f40-a205-693bb5e2b6f4,dcff77ad-ef5b-40c9-9bd8-ce14312cd447,df00bb23-0b79-4aa0-aec8-39018bcc3e9a,ecommerce,FR,59.55,EUR,2025-12-21 14:57:33.778291,14,6,False,False,0,
699c974d-d5b5-470a-8a7f-b93aba6b201f,d0e2d3de-78e8-4d7c-8757-20ea91a3277a,2d1f9c76-a85f-4767-a4d6-2640344811bb,ecommerce,ES,117.7,EUR,2025-12-21 22:05:55.378291,22,6,True,True,0,
d59dcb2f-eac6-47e6-9141-26a6f51f3470,13b2415f-89c2-464a-ac55-d6e68f6b32e2,d8f73f3a-007b-41b8-b216-bf9f2038578e,carburant,BE,109.32,EUR,2025-12-21 19:42:21.978291,19,6,True,True,0,
f7d1fd7a-dc47-43bf-8461-290996461a64,8acbae09-3cba-4469-970b-6ca2feb2546b,15c32135-8fe6-42ce-8d39-e78c0e27f936,supermarche,FR,86.74,EUR,2025-12-21 23:05:39.578291,23,6,False,False,0,
b7f0ab50-95a0-40f4-b6cb-0ec2f668d036,faf80142-d5af-4c9a-93f0-3b58643b0c6b,0824b492-7b08-4055-9cdd-25ee16e862a9,ecommerce,FR,86.64,EUR,2025-12-21 12:52:51.178291,12,6,False,False,0,
45b72bbf-a7b4-4dc7-b2bb-bf846c060eb3,7d6b28da-de80-4d5a-bb63-adb7849d9b6d,fceb91b3-be28-4710-a0fd-00a3c28021e5,pharmacie,FR,68.15,EUR,2025-12-21 23:50:57.778291,23,6,True,False,0,
a5fa6e21-1a22-4234-9f78-df761c20b2b6,98e3adb7-903b-4370-bcee-759829f7abd9,b4ab9435-7b1e-49b4-bb00-2633d49e4543,transport,BE,1.0,EUR,2025-12-21 16:49:07.378291,16,6,True,True,0,
8724ab40-0408-4c16-9ab2-4b2afc18f96f,ccdb55cd-12d0-4de3-8ec3-986b5f5908c5,0cc672c9-fec1-4fc1-bb8f-4c14246d5166,carburant,FR,108.72,EUR,2025-12-21 17:31:15.978291,17,6,False,False,0,
042c2d75-64b3-4bb3-99a2-28e46959c689,02f75d64-3708-40a3-ad8c-51d40fe0492b,6e394042-5b55-49ff-a09c-1e8057ca8071,carburant,FR,36.51,EUR,2025-12-21 11:56:35.578291,11,6,False,False,0,
c2fb81f2-0fea-491a-97e8-7c11237e879e,7a222a40-a178-4811-81bd-298ab97acc54,0fa44908-298d-4913-a5de-a58d62d440ba,restaurant,FR,27.75,EUR,2025-12-21 08:28:49.178291,8,6,False,False,0,
d0c0a21e-7d9d-451b-b539-da10b820e212,b5717a93-f1db-4816-bd43-1417e4584b20,935f4e39-1d2d-487a-82f0-3502d60b23ed,supermarche,FR,20.21,EUR,2025-12-21 12:46:03.778291,12,6,False,False,0,
da367eef-703b-4467-be14-c96b74f05df1,43d8ac2a-a767-481a-8953-f1bdb8619550,240e8316-2d43-464b-8dd9-cedb62706429,supermarche,FR,13.21,EUR,2025-12-21 15:13:01.378291,15,6,False,False,0,
0ef00ad4-b43f-4144-afe3-32ecd9351995,22e52bf1-e555-47ad-92cf-679808ce96b1,5d23f64a-2d4e-48cb-a284-c947a0756c3c,electronique,FR,582.17,EUR,2025-12-21 20:32:45.978291,20,6,False,False,0,
460916b5-4999-4d5e-ae78-39f30eaa652f,dce53539-d9c4-45ac-a8d8-4702542dfe1a,348971e4-770e-4b5c-bac8-fcbc9d5f10c6,supermarche,FR,46.29,EUR,2025-12-21 19:07:19.578291,19,6,False,False,0,
00d8f74f-e56c-4124-8fb4-701bf3a3efe3,e2d35d6c-80fa-44ec-a0dd-eca91c29fd0e,37619490-a2b4-404b-806e-1ed9ea291b5c,pharmacie,BE,55.4,EUR,2025-12-21 01:12:57.178291,1,6,True,True,0,
e18efc91-2c79-4e0e-a61a-e7d99849690e,178bc5e6-2ec3-449c-9180-9b3df0c02394,ada88e6c-868e-4802-af61-932cac40c8cc,supermarche,BE,63.12,EUR,2025-12-21 15:55:47.778291,15,6,False,True,0,
85763aff-cb2c-4835-8f06-677797ee909e,74624ad4-ef99-4ee0-9b2a-4faf5c171024,35cad40d-5877-4363-ad42-af7e1ececdfc,carburant,FR,91.93,EUR,2025-12-21 20:11:00.378291,20,6,False,False,0,
b94306a8-a7da-480d-83f3-aadc4f375ac7,2d1dba0b-cf94-42d3-93c8-4befc10d98af,55246a67-4d65-41b7-ace7-585b72753f03,supermarche,FR,68.07,EUR,2025-12-21 17:25:57.978291,17,6,True,False,0,
f48ffd6f-64f5-4f31-a756-5bee1a0c6055,a3f7bcef-3e48-43be-a364-4198f8cb3bcb,89692f87-c8dd-4e41-ac04-f1a6bddf5225,carburant,FR,47.93,EUR,2025-12-21 17:21:31.578291,17,6,False,False,0,
923797d8-084d-4c92-8a12-d51e4833ec76,87cc501c-b194-4b21-bcef-be5ce9bfa937,df00bb23-0b79-4aa0-aec8-39018bcc3e9a,ecommerce,FR,209.66,EUR,2025-12-21 19:14:30.178291,19,6,True,False,0,
b61211cc-9a9a-46fa-8651-47d9696db65c,490dc28a-1e20-44ab-9605-93d01af8f2f6,4b5fe0f4-ff8e-45f8-90ed-90ca52b3e396,supermarche,FR,45.25,EUR,2025-12-21 08:38:08.778291,8,6,False,False,0,
9b081f28-d684-4744-937a-7b7ac5570fd1,cdcf28af-525f-41eb-8a13-e4981be1acea,96802522-e3da-46d1-b75f-13f4d0ee0c25,supermarche,FR,2.74,EUR,2025-12-21 11:18:01.378291,11,6,True,False,0,
4dca96f4-7314-480d-9ae2-e18ebdd3542e,ed92b7ae-7ad0-4923-af37-3fe625d5ddc2,3604d2fc-d5a2-4bd9-a909-ffd7506cf920,carburant,BE,69.3,EUR,2025-12-21 20:56:13.978291,20,6,False,True,0,
92ed2171-cc8c-40a2-b172-b46b656a2466,98e3adb7-903b-4370-bcee-759829f7abd9,6265f1d6-f6b1-4f59-861e-6289f3111c89,ecommerce,FR,255.07,EUR,2025-12-21 11:16:31.578291,11,6,True,False,0,
3a1f87d6-9aa6-4915-b0bc-c7e56df9a0c4,22e52bf1-e555-47ad-92cf-679808ce96b1,a30dd205-bfb6-45ce-aadc-d3d084ce518a,pharmacie,FR,70.51,EUR,2025-12-21 14:49:51.178291,14,6,True,False,0,
1c534aed-d27c-4698-af31-e40961fc9e20,bc0af324-d21a-467e-9f6a-b347763938ce,f2f69b41-2df4-4f1c-91e8-63186704e93b,carburant,FR,71.28,EUR,2025-12-21 12:41:13.778291,12,6,True,False,0,
88002705-abf6-4e72-8f53-058bf59ccf60,b7058478-c622-4b2d-bc1d-ab0677325d20,6e394042-5b55-49ff-a09c-1e8057ca8071,carburant,FR,71.27,EUR,2025-12-21 05:36:47.378291,5,6,True,False,0,
6aec5c30-bfab-4059-ac5c-adc0ac586b28,097859f8-6882-490e-aa2f-e94e344e77b8,0ff1a152-c646-4fef-888a-f2c019f10ab7,carburant,FR,71.96,EUR,2025-12-21 08:11:49.978291,8,6,True,False,0,
a593b463-65f9-4845-b979-685d6dd2f736,e0aca196-5cb6-43a1-9568-66391c80120e,38c3c50c-5195-4e94-9b11-c7d98881ec3d,supermarche,FR,148.07,EUR,2025-12-21 12:55:16.578291,12,6,True,False,0,
e5a97bc5-f6b7-421f-bc99-dfe766469e47,665227cd-9ae8-4eaf-9255-d2bda2459c1f,87e8980f-855d-4403-ad33-7f36311debbf,pharmacie,FR,56.46,EUR,2025-12-21 09:30:26.178291,9,6,True,False,0,
8fd5636d-7280-4183-a69b-c3a4bfc9618d,c848a0e3-ee75-4b9f-8b00-20f83971a8ea,9ee19c6b-a059-46f2-b0a4-94a0b2bd50f6,ecommerce,FR,158.7,EUR,2025-12-21 15:11:13.778291,15,6,False,False,0,
200014f1-9e8c-41ce-9e1b-ca9812f485ba,b7058478-c622-4b2d-bc1d-ab0677325d20,9e37cf7a-b4d1-40f5-857c-a03701a260a0,pharmacie,FR,75.91,EUR,2025-12-21 01:21:13.378291,1,6,True,False,0,
ee4c7170-4d5a-4f6e-9c16-1f69105e32bd,91d34509-ef69-4fa9-8cc2-4a9433ff78ec,9553e2b1-afdf-4cd5-be72-10b2b303ed2b,carburant,DE,85.97,EUR,2025-12-21 11:21:32.978291,11,6,True,True,0,
541e395d-0a11-4b1f-871f-87992d72b75b,d91d8e1c-8a98-448f-929f-fe6e19a5ba92,700a3f91-d487-452c-acac-50de32821c1c,supermarche,BE,54.64,EUR,2025-12-21 21:54:15.578291,21,6,True,True,0,
29840321-64d7-4076-b4dd-1da64576e7cb,9636e3ff-4549-4037-af07-65330504a1b2,5436af76-4091-4a1c-ab2f-d3a0eb8125c1,ecommerce,FR,102.33,EUR,2025-12-21 08:16:23.178291,8,6,False,False,0,
8ae5cd0d-7304-4499-bcdd-0d440a444987,fef53c47-50d1-41c5-9bc4-8615edf2e824,67382aff-ffc3-4f93-9aa7-3337696e0c9a,supermarche,FR,62.14,EUR,2025-12-21 07:03:25.778291,7,6,False,False,0,
01b95c4b-87fb-4276-a0ef-109763bae1cc,5000abbf-99dc-417c-ade5-f8702bf0132b,7406aee7-3830-4819-ab71-e901f988967c,restaurant,DE,34.26,EUR,2025-12-21 18:16:34.378291,18,6,False,True,0,
2c0cf9ef-7803-4064-824d-7e281fb8f553,1fe5361f-4792-4016-947e-2f1f1534d48e,855a87cf-c96e-43c6-8777-99f5089fa129,restaurant,DE,49.55,EUR,2025-12-21 07:12:23.978291,7,6,False,True,0,
311b25be-4748-4542-8f64-d55fb6cfe2eb,c55418ee-c0a6-4f4f-972b-d636227f524e,b3131249-904d-4657-924e-cecb92d751ce,luxe,FR,825.97,EUR,2025-12-21 21:23:47.578291,21,6,False,False,0,
ee2e238d-ae24-4e4c-a95d-c4d1487bb0ce,62990d56-4f55-4d78-b065-3684694a1ae6,6123ca4a-5e13-4b5d-9d4c-644a40d578a3,ecommerce,FR,185.94,EUR,2025-12-21 13:36:52.178291,13,6,True,False,0,
36f60c11-792f-432b-be02-01774119e097,4346a6dd-1b1e-4cfa-aa7d-c35151a5ad78,a30dd205-bfb6-45ce-aadc-d3d084ce518a,pharmacie,FR,42.58,EUR,2025-12-21 12:12:38.778291,12,6,False,False,0,
6b08b0eb-c68c-4465-8188-3f948be30a6a,2b91ed5a-e5a4-41ef-b7f8-0f5017caf276,0ff1a152-c646-4fef-888a-f2c019f10ab7,carburant,FR,81.97,EUR,2025-12-21 07:53:47.378291,7,6,True,False,0,
7f227119-bb6e-4e9b-8316-cc8bed043f76,faf80142-d5af-4c9a-93f0-3b58643b0c6b,add93e43-8fc4-423a-9a62-18c559129742,restaurant,FR,1.0,EUR,2025-12-21 20:16:40.978291,20,6,True,False,0,
81f9da26-f684-41a9-85eb-83f57c76b794,f3eedb6d-796a-45f4-98fb-81c0cfe36bd6,b2db166d-cb5f-476e-8231-d57da620ee88,restaurant,ES,53.33,EUR,2025-12-21 11:07:54.578291,11,6,False,True,0,
b5b42ef4-6252-401b-bd18-b6a9a1a9c972,0f72053e-67b2-46e5-bd61-83af2600c77d,52b8b15c-55fc-4fe2-837f-6dce3f585901,pharmacie,NG,1000.0,EUR,2025-12-21 23:30:55.178291,23,6,False,True,1,card_not_present
6de80361-6e4a-425f-a68f-0b8d9d745ee4,cdcf28af-525f-41eb-8a13-e4981be1acea,327f17af-a03f-4b65-ad0f-81d11dae909c,carburant,FR,88.66,EUR,2025-12-21 10:55:29.778291,10,6,True,False,0,
b0560ec7-dad1-49de-9a7f-369595f040c7,3cf81d6c-2b7f-4ce0-96c5-214ab580c486,4ee0bae2-1cd0-4b37-beda-0c34927b9377,supermarche,FR,104.92,EUR,2025-12-21 21:33:03.378291,21,6,False,False,0,
f955e6de-991d-4d2c-add3-39249a02dde1,d870d378-0570-4c68-a42f-3389f380102e,348971e4-770e-4b5c-bac8-fcbc9d5f10c6,supermarche,FR,1.0,EUR,2025-12-21 13:13:06.978291,13,6,False,False,0,
fe8e113e-5c9a-4db8-bc54-8321f523d8c6,182bb5e5-bbdf-4427-aa52-321a804bb176,574ab5fb-5c06-4764-bfe2-79399e10968c,carburant,FR,132.21,EUR,2025-12-21 20:25:46.578291,20,6,False,False,0,
535ffcd4-0a7c-465a-8810-d66758472922,22e52bf1-e555-47ad-92cf-679808ce96b1,9711d053-1b64-4be1-b2d3-5374c5f333f0,supermarche,FR,59.42,EUR,2025-12-21 05:38:10.178291,5,6,False,False,0,
44fb32c0-077d-4060-ba4f-27624229db4f,d3429d8b-3b49-4acb-ad9c-ce4fa920e487,03dcfa83-bdb3-4872-b5f5-0eee98345de5,restaurant,DE,57.16,EUR,2025-12-21 23:29:51.778291,23,6,False,True,0,
83b51861-62da-4988-918c-cb0447b5b028,c906c3aa-b1ac-4dde-ba1a-82ee8340b23b,17987a87-8983-4d5b-a3d8-01802e3ee818,supermarche,FR,23.4,EUR,2025-12-21 11:34:21.378291,11,6,True,False,0,
91bebe10-5a0b-490d-a03a-8339f227dee3,43faae7c-dfb1-44ac-a1c9-037e6e9a74c9,574ab5fb-5c06-4764-bfe2-79399e10968c,carburant,FR,95.32,EUR,2025-12-21 16:22:10.978291,16,6,True,False,0,
a0f63a7c-851e-4011-8cc7-3f4c3b0fc238,74085e5e-ddbd-4462-a697-827a4f843b68,4fefff60-d00d-4cb7-b581-bfaaded36c0f,ecommerce,FR,25.19,EUR,2025-12-21 11:17:44.578291,11,6,False,False,0,
e59f1ac8-a954-4ed0-941d-4fb534d9abcb,c27ff184-ef21-434b-9801-3c3a21458106,43f3005d-2681-4f1e-9465-4096d29c64b2,restaurant,FR,22.52,EUR,2025-12-21 17:34:51.178291,17,6,False,False,0,
